Rule 1:: Host 1-> Host 2, ingress=of:0000000000000001:1, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.1/32, dst_ip=10.0.0.2/32, src_tcp=80, dst_tcp=80
Rule 107:: Host 2-> Host 9, ingress=of:0000000000000001:2, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.2/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 108:: Host 2-> Host 10, ingress=of:0000000000000001:2, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.2/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 109:: Host 3-> Host 1, ingress=of:0000000000000001:3, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.3/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 110:: Host 3-> Host 2, ingress=of:0000000000000001:3, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.3/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 111:: Host 3-> Host 4, ingress=of:0000000000000001:3, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.3/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 112:: Host 3-> Host 5, ingress=of:0000000000000001:3, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.3/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 113:: Host 3-> Host 6, ingress=of:0000000000000001:3, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.3/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 114:: Host 3-> Host 7, ingress=of:0000000000000001:3, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.3/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 115:: Host 3-> Host 8, ingress=of:0000000000000001:3, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.3/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 116:: Host 3-> Host 9, ingress=of:0000000000000001:3, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.3/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 117:: Host 3-> Host 10, ingress=of:0000000000000001:3, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.3/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 118:: Host 4-> Host 1, ingress=of:0000000000000001:4, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.4/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 119:: Host 4-> Host 2, ingress=of:0000000000000001:4, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.4/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 120:: Host 4-> Host 3, ingress=of:0000000000000001:4, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.4/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 121:: Host 4-> Host 5, ingress=of:0000000000000001:4, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.4/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 122:: Host 4-> Host 6, ingress=of:0000000000000001:4, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.4/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 123:: Host 4-> Host 7, ingress=of:0000000000000001:4, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.4/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 124:: Host 4-> Host 8, ingress=of:0000000000000001:4, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.4/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 125:: Host 4-> Host 9, ingress=of:0000000000000001:4, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.4/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 126:: Host 4-> Host 10, ingress=of:0000000000000001:4, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.4/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 127:: Host 5-> Host 1, ingress=of:0000000000000001:5, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0b, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.11/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 128:: Host 5-> Host 2, ingress=of:0000000000000001:5, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0b, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.11/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 129:: Host 5-> Host 3, ingress=of:0000000000000001:5, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0b, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.11/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 130:: Host 5-> Host 4, ingress=of:0000000000000001:5, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0b, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.11/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 131:: Host 5-> Host 6, ingress=of:0000000000000001:5, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.5/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 132:: Host 5-> Host 7, ingress=of:0000000000000001:5, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.5/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 133:: Host 5-> Host 8, ingress=of:0000000000000001:5, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.5/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 134:: Host 5-> Host 9, ingress=of:0000000000000001:5, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.5/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 135:: Host 5-> Host 10, ingress=of:0000000000000001:5, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:05, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.5/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 136:: Host 6-> Host 1, ingress=of:0000000000000001:6, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.12/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 137:: Host 6-> Host 2, ingress=of:0000000000000001:6, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.12/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 138:: Host 6-> Host 3, ingress=of:0000000000000001:6, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.12/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 139:: Host 6-> Host 4, ingress=of:0000000000000001:6, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0c, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.12/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 140:: Host 6-> Host 5, ingress=of:0000000000000001:6, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.6/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 141:: Host 6-> Host 7, ingress=of:0000000000000001:6, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.6/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 142:: Host 6-> Host 8, ingress=of:0000000000000001:6, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.6/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 143:: Host 6-> Host 9, ingress=of:0000000000000001:6, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.6/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 144:: Host 6-> Host 10, ingress=of:0000000000000001:6, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:06, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.6/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 145:: Host 7-> Host 1, ingress=of:0000000000000001:7, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.13/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 146:: Host 7-> Host 2, ingress=of:0000000000000001:7, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.13/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 147:: Host 7-> Host 3, ingress=of:0000000000000001:7, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.13/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 148:: Host 7-> Host 4, ingress=of:0000000000000001:7, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0d, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.13/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 149:: Host 7-> Host 5, ingress=of:0000000000000001:7, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.7/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 150:: Host 7-> Host 6, ingress=of:0000000000000001:7, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.7/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 151:: Host 7-> Host 8, ingress=of:0000000000000001:7, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.7/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 152:: Host 7-> Host 9, ingress=of:0000000000000001:7, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.7/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 153:: Host 7-> Host 10, ingress=of:0000000000000001:7, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:07, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.7/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 154:: Host 8-> Host 1, ingress=of:0000000000000001:8, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.14/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 155:: Host 8-> Host 2, ingress=of:0000000000000001:8, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.14/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 156:: Host 8-> Host 3, ingress=of:0000000000000001:8, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.14/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 157:: Host 8-> Host 4, ingress=of:0000000000000001:8, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0e, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.14/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 158:: Host 8-> Host 5, ingress=of:0000000000000001:8, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.8/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 159:: Host 8-> Host 6, ingress=of:0000000000000001:8, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.8/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 160:: Host 8-> Host 7, ingress=of:0000000000000001:8, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.8/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 161:: Host 8-> Host 9, ingress=of:0000000000000001:8, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.8/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 162:: Host 8-> Host 10, ingress=of:0000000000000001:8, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:08, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.8/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 163:: Host 9-> Host 1, ingress=of:0000000000000001:9, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.15/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 164:: Host 9-> Host 2, ingress=of:0000000000000001:9, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.15/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 165:: Host 9-> Host 3, ingress=of:0000000000000001:9, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.15/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 166:: Host 9-> Host 4, ingress=of:0000000000000001:9, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:0f, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.15/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 167:: Host 9-> Host 5, ingress=of:0000000000000001:9, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.9/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 168:: Host 9-> Host 6, ingress=of:0000000000000001:9, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.9/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 169:: Host 9-> Host 7, ingress=of:0000000000000001:9, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.9/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 170:: Host 9-> Host 8, ingress=of:0000000000000001:9, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.9/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 171:: Host 9-> Host 10, ingress=of:0000000000000001:9, egress=of:0000000000000001:10, src_mac=00:00:00:00:00:09, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.9/32, dst_ip=10.0.0.16/32, src_udp=1433, dst_udp=1433
Rule 172:: Host 10-> Host 1, ingress=of:0000000000000001:10, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.16/32, dst_ip=10.0.0.1/32, src_udp=1433, dst_udp=1433
Rule 173:: Host 10-> Host 2, ingress=of:0000000000000001:10, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.16/32, dst_ip=10.0.0.2/32, src_udp=1433, dst_udp=1433
Rule 174:: Host 10-> Host 3, ingress=of:0000000000000001:10, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.16/32, dst_ip=10.0.0.3/32, src_udp=1433, dst_udp=1433
Rule 175:: Host 10-> Host 4, ingress=of:0000000000000001:10, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:10, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.16/32, dst_ip=10.0.0.4/32, src_udp=1433, dst_udp=1433
Rule 176:: Host 10-> Host 5, ingress=of:0000000000000001:10, egress=of:0000000000000001:5, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.10/32, dst_ip=10.0.0.11/32, src_udp=1433, dst_udp=1433
Rule 177:: Host 10-> Host 6, ingress=of:0000000000000001:10, egress=of:0000000000000001:6, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.10/32, dst_ip=10.0.0.12/32, src_udp=1433, dst_udp=1433
Rule 178:: Host 10-> Host 7, ingress=of:0000000000000001:10, egress=of:0000000000000001:7, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.10/32, dst_ip=10.0.0.13/32, src_udp=1433, dst_udp=1433
Rule 179:: Host 10-> Host 8, ingress=of:0000000000000001:10, egress=of:0000000000000001:8, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.10/32, dst_ip=10.0.0.14/32, src_udp=1433, dst_udp=1433
Rule 180:: Host 10-> Host 9, ingress=of:0000000000000001:10, egress=of:0000000000000001:9, src_mac=00:00:00:00:00:0a, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.10/32, dst_ip=10.0.0.15/32, src_udp=1433, dst_udp=1433
Rule 181:: Host 1-> Host 2, ingress=of:0000000000000001:1, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.1/32, dst_ip=10.0.0.2/32, src_tcp=143, dst_tcp=143
Rule 182:: Host 1-> Host 3, ingress=of:0000000000000001:1, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.1/32, dst_ip=10.0.0.3/32, src_tcp=143, dst_tcp=143
Rule 183:: Host 1-> Host 4, ingress=of:0000000000000001:1, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.1/32, dst_ip=10.0.0.4/32, src_tcp=143, dst_tcp=143
Rule 184:: Host 1-> Host 5, ingress=of:0000000000000001:1, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.1/32, dst_ip=10.0.0.11/32, src_tcp=143, dst_tcp=143
Rule 185:: Host 1-> Host 6, ingress=of:0000000000000001:1, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.1/32, dst_ip=10.0.0.12/32, src_tcp=143, dst_tcp=143
Rule 186:: Host 1-> Host 7, ingress=of:0000000000000001:1, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.1/32, dst_ip=10.0.0.13/32, src_tcp=143, dst_tcp=143
Rule 187:: Host 1-> Host 8, ingress=of:0000000000000001:1, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.1/32, dst_ip=10.0.0.14/32, src_tcp=143, dst_tcp=143
Rule 188:: Host 1-> Host 9, ingress=of:0000000000000001:1, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.1/32, dst_ip=10.0.0.15/32, src_tcp=143, dst_tcp=143
Rule 189:: Host 1-> Host 10, ingress=of:0000000000000001:1, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:01, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.1/32, dst_ip=10.0.0.16/32, src_tcp=143, dst_tcp=143
Rule 190:: Host 2-> Host 1, ingress=of:0000000000000001:2, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.2/32, dst_ip=10.0.0.1/32, src_tcp=143, dst_tcp=143
Rule 191:: Host 2-> Host 3, ingress=of:0000000000000001:2, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.2/32, dst_ip=10.0.0.3/32, src_tcp=143, dst_tcp=143
Rule 192:: Host 2-> Host 4, ingress=of:0000000000000001:2, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.2/32, dst_ip=10.0.0.4/32, src_tcp=143, dst_tcp=143
Rule 193:: Host 2-> Host 5, ingress=of:0000000000000001:2, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.2/32, dst_ip=10.0.0.11/32, src_tcp=143, dst_tcp=143
Rule 194:: Host 2-> Host 6, ingress=of:0000000000000001:2, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.2/32, dst_ip=10.0.0.12/32, src_tcp=143, dst_tcp=143
Rule 195:: Host 2-> Host 7, ingress=of:0000000000000001:2, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.2/32, dst_ip=10.0.0.13/32, src_tcp=143, dst_tcp=143
Rule 196:: Host 2-> Host 8, ingress=of:0000000000000001:2, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.2/32, dst_ip=10.0.0.14/32, src_tcp=143, dst_tcp=143
Rule 197:: Host 2-> Host 9, ingress=of:0000000000000001:2, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.2/32, dst_ip=10.0.0.15/32, src_tcp=143, dst_tcp=143
Rule 198:: Host 2-> Host 10, ingress=of:0000000000000001:2, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:02, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.2/32, dst_ip=10.0.0.16/32, src_tcp=143, dst_tcp=143
Rule 199:: Host 3-> Host 1, ingress=of:0000000000000001:3, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.3/32, dst_ip=10.0.0.1/32, src_tcp=143, dst_tcp=143
Rule 200:: Host 3-> Host 2, ingress=of:0000000000000001:3, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.3/32, dst_ip=10.0.0.2/32, src_tcp=143, dst_tcp=143
Rule 201:: Host 3-> Host 4, ingress=of:0000000000000001:3, egress=of:0000000000000001:4, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:04, src_ip=10.0.0.3/32, dst_ip=10.0.0.4/32, src_tcp=143, dst_tcp=143
Rule 202:: Host 3-> Host 5, ingress=of:0000000000000001:3, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.3/32, dst_ip=10.0.0.11/32, src_tcp=143, dst_tcp=143
Rule 203:: Host 3-> Host 6, ingress=of:0000000000000001:3, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.3/32, dst_ip=10.0.0.12/32, src_tcp=143, dst_tcp=143
Rule 204:: Host 3-> Host 7, ingress=of:0000000000000001:3, egress=of:0000000000000001:13, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0d, src_ip=10.0.0.3/32, dst_ip=10.0.0.13/32, src_tcp=143, dst_tcp=143
Rule 205:: Host 3-> Host 8, ingress=of:0000000000000001:3, egress=of:0000000000000001:14, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0e, src_ip=10.0.0.3/32, dst_ip=10.0.0.14/32, src_tcp=143, dst_tcp=143
Rule 206:: Host 3-> Host 9, ingress=of:0000000000000001:3, egress=of:0000000000000001:15, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:0f, src_ip=10.0.0.3/32, dst_ip=10.0.0.15/32, src_tcp=143, dst_tcp=143
Rule 207:: Host 3-> Host 10, ingress=of:0000000000000001:3, egress=of:0000000000000001:16, src_mac=00:00:00:00:00:03, dst_mac=00:00:00:00:00:10, src_ip=10.0.0.3/32, dst_ip=10.0.0.16/32, src_tcp=143, dst_tcp=143
Rule 208:: Host 4-> Host 1, ingress=of:0000000000000001:4, egress=of:0000000000000001:1, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:01, src_ip=10.0.0.4/32, dst_ip=10.0.0.1/32, src_tcp=143, dst_tcp=143
Rule 209:: Host 4-> Host 2, ingress=of:0000000000000001:4, egress=of:0000000000000001:2, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:02, src_ip=10.0.0.4/32, dst_ip=10.0.0.2/32, src_tcp=143, dst_tcp=143
Rule 210:: Host 4-> Host 3, ingress=of:0000000000000001:4, egress=of:0000000000000001:3, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:03, src_ip=10.0.0.4/32, dst_ip=10.0.0.3/32, src_tcp=143, dst_tcp=143
Rule 211:: Host 4-> Host 5, ingress=of:0000000000000001:4, egress=of:0000000000000001:11, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0b, src_ip=10.0.0.4/32, dst_ip=10.0.0.11/32, src_tcp=143, dst_tcp=143
Rule 212:: Host 4-> Host 6, ingress=of:0000000000000001:4, egress=of:0000000000000001:12, src_mac=00:00:00:00:00:04, dst_mac=00:00:00:00:00:0c, src_ip=10.0.0.4/32, dst_ip=10.0.0.12/32, src_tcp=143, dst_tcp=143
